Question,Marks,Difficulty,Subject,Topic
Name the advantages of IP Addressing,2,Easy,CN,IP Addressing
Evaluate the performance of IP Addressing,10,Hard,CN,IP Addressing
Define Application Layer,2,Easy,CN,Application Layer
Justify the need for Application Layer,10,Hard,CN,Application Layer
State the features of SMTP,2,Easy,CN,SMTP
Discuss the architecture of SMTP,10,Hard,CN,SMTP
Define SMTP,2,Easy,CN,SMTP
Explain challenges in SMTP,10,Hard,CN,SMTP
Name the advantages of Data Link Layer,2,Easy,CN,Data Link Layer
Analyze the importance of Data Link Layer,10,Hard,CN,Data Link Layer
What is FTP,2,Easy,CN,FTP
Explain FTP in detail,10,Hard,CN,FTP
What is Cryptography,2,Easy,CN,Cryptography
Analyze the importance of Cryptography,10,Hard,CN,Cryptography
Name the advantages of Congestion Control,2,Easy,CN,Congestion Control
Evaluate the performance of Congestion Control,10,Hard,CN,Congestion Control
List the applications of Wireless Networks,2,Easy,CN,Wireless Networks
Analyze the importance of Wireless Networks,10,Hard,CN,Wireless Networks
List the applications of OSI Model,2,Easy,CN,OSI Model
Discuss advantages and limitations of OSI Model,10,Hard,CN,OSI Model
What is Routing,2,Easy,CN,Routing
Justify the need for Routing,10,Hard,CN,Routing
State the features of Transport Layer,2,Easy,CN,Transport Layer
Explain challenges in Transport Layer,10,Hard,CN,Transport Layer
Define DNS,2,Easy,CN,DNS
Evaluate the performance of DNS,10,Hard,CN,DNS
Name the advantages of DNS,2,Easy,CN,DNS
Describe the working of DNS,10,Hard,CN,DNS
Define Application Layer,2,Easy,CN,Application Layer
Analyze the importance of Application Layer,10,Hard,CN,Application Layer
Name the advantages of Cryptography,2,Easy,CN,Cryptography
Discuss the architecture of Cryptography,10,Hard,CN,Cryptography
What is Cryptography,2,Easy,CN,Cryptography
Analyze real-world applications of Cryptography,10,Hard,CN,Cryptography
List the applications of DNS,2,Easy,CN,DNS
Explain DNS in detail,10,Hard,CN,DNS
List the applications of Network Security,2,Easy,CN,Network Security
Explain Network Security in detail,10,Hard,CN,Network Security
What is SMTP,2,Easy,CN,SMTP
Compare different approaches in SMTP,10,Hard,CN,SMTP
Name the advantages of Transport Layer,2,Easy,CN,Transport Layer
Compare different approaches in Transport Layer,10,Hard,CN,Transport Layer
State the features of Data Link Layer,2,Easy,CN,Data Link Layer
Describe the working of Data Link Layer,10,Hard,CN,Data Link Layer
What is Cryptography,2,Easy,CN,Cryptography
Analyze real-world applications of Cryptography,10,Hard,CN,Cryptography
Name the advantages of Network Security,2,Easy,CN,Network Security
Explain Network Security in detail,10,Hard,CN,Network Security
Define Wireless Networks,2,Easy,CN,Wireless Networks
Discuss advantages and limitations of Wireless Networks,10,Hard,CN,Wireless Networks
Name the advantages of Routing,2,Easy,CN,Routing
Evaluate the performance of Routing,10,Hard,CN,Routing
List the applications of TCP/IP,2,Easy,CN,TCP/IP
Discuss the architecture of TCP/IP,10,Hard,CN,TCP/IP
Define DNS,2,Easy,CN,DNS
Explain challenges in DNS,10,Hard,CN,DNS
Define TCP/IP,2,Easy,CN,TCP/IP
Compare different approaches in TCP/IP,10,Hard,CN,TCP/IP
Define Subnetting,2,Easy,CN,Subnetting
Explain challenges in Subnetting,10,Hard,CN,Subnetting
State the features of IP Addressing,2,Easy,CN,IP Addressing
Explain IP Addressing in detail,10,Hard,CN,IP Addressing
State the features of Wireless Networks,2,Easy,CN,Wireless Networks
Discuss the architecture of Wireless Networks,10,Hard,CN,Wireless Networks
List the applications of Application Layer,2,Easy,CN,Application Layer
Explain challenges in Application Layer,10,Hard,CN,Application Layer
Name the advantages of Data Link Layer,2,Easy,CN,Data Link Layer
Analyze the importance of Data Link Layer,10,Hard,CN,Data Link Layer
List the applications of Firewalls,2,Easy,CN,Firewalls
Explain Firewalls in detail,10,Hard,CN,Firewalls
List the applications of Transport Layer,2,Easy,CN,Transport Layer
Analyze real-world applications of Transport Layer,10,Hard,CN,Transport Layer
Define Routing,2,Easy,CN,Routing
Compare different approaches in Routing,10,Hard,CN,Routing
List the applications of Transport Layer,2,Easy,CN,Transport Layer
Discuss advantages and limitations of Transport Layer,10,Hard,CN,Transport Layer
Define Network Security,2,Easy,CN,Network Security
Compare different approaches in Network Security,10,Hard,CN,Network Security
Define HTTP,2,Easy,CN,HTTP
Discuss advantages and limitations of HTTP,10,Hard,CN,HTTP
What is Transport Layer,2,Easy,CN,Transport Layer
Describe the working of Transport Layer,10,Hard,CN,Transport Layer
Name the advantages of Congestion Control,2,Easy,CN,Congestion Control
Describe the working of Congestion Control,10,Hard,CN,Congestion Control
List the applications of FTP,2,Easy,CN,FTP
Discuss advantages and limitations of FTP,10,Hard,CN,FTP
List the applications of Network Layer,2,Easy,CN,Network Layer
Explain Network Layer in detail,10,Hard,CN,Network Layer
State the features of TCP/IP,2,Easy,CN,TCP/IP
Describe the working of TCP/IP,10,Hard,CN,TCP/IP
Define FTP,2,Easy,CN,FTP
Analyze the importance of FTP,10,Hard,CN,FTP
What is Network Layer,2,Easy,CN,Network Layer
Explain challenges in Network Layer,10,Hard,CN,Network Layer
What is Switching,2,Easy,CN,Switching
Explain challenges in Switching,10,Hard,CN,Switching
List the applications of Switching,2,Easy,CN,Switching
Discuss the architecture of Switching,10,Hard,CN,Switching
State the features of Routing,2,Easy,CN,Routing
Analyze real-world applications of Routing,10,Hard,CN,Routing
State the features of Congestion Control,2,Easy,CN,Congestion Control
Justify the need for Congestion Control,10,Hard,CN,Congestion Control
What is HTTP,2,Easy,CN,HTTP
Explain challenges in HTTP,10,Hard,CN,HTTP
Define Transport Layer,2,Easy,CN,Transport Layer
Discuss advantages and limitations of Transport Layer,10,Hard,CN,Transport Layer
List the applications of HTTP,2,Easy,CN,HTTP
Compare different approaches in HTTP,10,Hard,CN,HTTP
Define Congestion Control,2,Easy,CN,Congestion Control
Evaluate the performance of Congestion Control,10,Hard,CN,Congestion Control
List the applications of Routing,2,Easy,CN,Routing
Discuss advantages and limitations of Routing,10,Hard,CN,Routing
Define SMTP,2,Easy,CN,SMTP
Discuss the architecture of SMTP,10,Hard,CN,SMTP
List the applications of IP Addressing,2,Easy,CN,IP Addressing
Analyze real-world applications of IP Addressing,10,Hard,CN,IP Addressing
State the features of Network Security,2,Easy,CN,Network Security
Justify the need for Network Security,10,Hard,CN,Network Security
Define IP Addressing,2,Easy,CN,IP Addressing
Justify the need for IP Addressing,10,Hard,CN,IP Addressing
List the applications of SMTP,2,Easy,CN,SMTP
Explain challenges in SMTP,10,Hard,CN,SMTP
Define Network Security,2,Easy,CN,Network Security
Describe the working of Network Security,10,Hard,CN,Network Security
Define Switching,2,Easy,CN,Switching
Compare different approaches in Switching,10,Hard,CN,Switching
List the applications of Wireless Networks,2,Easy,CN,Wireless Networks
Discuss advantages and limitations of Wireless Networks,10,Hard,CN,Wireless Networks
List the applications of Routing,2,Easy,CN,Routing
Compare different approaches in Routing,10,Hard,CN,Routing
State the features of TCP/IP,2,Easy,CN,TCP/IP
Discuss advantages and limitations of TCP/IP,10,Hard,CN,TCP/IP
Name the advantages of Data Link Layer,2,Easy,CN,Data Link Layer
Explain Data Link Layer in detail,10,Hard,CN,Data Link Layer
What is SMTP,2,Easy,CN,SMTP
Explain SMTP in detail,10,Hard,CN,SMTP
Define DNS,2,Easy,CN,DNS
Discuss the architecture of DNS,10,Hard,CN,DNS
State the features of Data Link Layer,2,Easy,CN,Data Link Layer
Evaluate the performance of Data Link Layer,10,Hard,CN,Data Link Layer
Define Error Detection,2,Easy,CN,Error Detection
Describe the working of Error Detection,10,Hard,CN,Error Detection
Name the advantages of DNS,2,Easy,CN,DNS
Explain DNS in detail,10,Hard,CN,DNS
Name the advantages of HTTP,2,Easy,CN,HTTP
Evaluate the performance of HTTP,10,Hard,CN,HTTP
What is FTP,2,Easy,CN,FTP
Explain FTP in detail,10,Hard,CN,FTP
State the features of TCP/IP,2,Easy,CN,TCP/IP
Compare different approaches in TCP/IP,10,Hard,CN,TCP/IP
What is Subnetting,2,Easy,CN,Subnetting
Describe the working of Subnetting,10,Hard,CN,Subnetting
Name the advantages of OSI Model,2,Easy,CN,OSI Model
Explain challenges in OSI Model,10,Hard,CN,OSI Model
State the features of Routing,2,Easy,CN,Routing
Analyze the importance of Routing,10,Hard,CN,Routing
Name the advantages of Cryptography,2,Easy,CN,Cryptography
Justify the need for Cryptography,10,Hard,CN,Cryptography
State the features of HTTP,2,Easy,CN,HTTP
Justify the need for HTTP,10,Hard,CN,HTTP
What is Cryptography,2,Easy,CN,Cryptography
Describe the working of Cryptography,10,Hard,CN,Cryptography
What is TCP/IP,2,Easy,CN,TCP/IP
Evaluate the performance of TCP/IP,10,Hard,CN,TCP/IP
List the applications of Switching,2,Easy,CN,Switching
Analyze real-world applications of Switching,10,Hard,CN,Switching
List the applications of SMTP,2,Easy,CN,SMTP
Explain challenges in SMTP,10,Hard,CN,SMTP
Define Congestion Control,2,Easy,CN,Congestion Control
Analyze real-world applications of Congestion Control,10,Hard,CN,Congestion Control
Name the advantages of Switching,2,Easy,CN,Switching
Explain Switching in detail,10,Hard,CN,Switching
Name the advantages of Cryptography,2,Easy,CN,Cryptography
Analyze real-world applications of Cryptography,10,Hard,CN,Cryptography
List the applications of Firewalls,2,Easy,CN,Firewalls
Explain challenges in Firewalls,10,Hard,CN,Firewalls
What is Cryptography,2,Easy,CN,Cryptography
Evaluate the performance of Cryptography,10,Hard,CN,Cryptography
State the features of Error Detection,2,Easy,CN,Error Detection
Explain Error Detection in detail,10,Hard,CN,Error Detection
State the features of Cryptography,2,Easy,CN,Cryptography
Explain Cryptography in detail,10,Hard,CN,Cryptography
List the applications of Switching,2,Easy,CN,Switching
Explain challenges in Switching,10,Hard,CN,Switching
Define Network Layer,2,Easy,CN,Network Layer
Discuss advantages and limitations of Network Layer,10,Hard,CN,Network Layer
List the applications of Network Layer,2,Easy,CN,Network Layer
Describe the working of Network Layer,10,Hard,CN,Network Layer
Define Application Layer,2,Easy,CN,Application Layer
Explain Application Layer in detail,10,Hard,CN,Application Layer
State the features of Routing,2,Easy,CN,Routing
Discuss advantages and limitations of Routing,10,Hard,CN,Routing
List the applications of Transport Layer,2,Easy,CN,Transport Layer
Analyze real-world applications of Transport Layer,10,Hard,CN,Transport Layer
Name the advantages of Data Link Layer,2,Easy,CN,Data Link Layer
Justify the need for Data Link Layer,10,Hard,CN,Data Link Layer
Name the advantages of Data Link Layer,2,Easy,CN,Data Link Layer
Explain challenges in Data Link Layer,10,Hard,CN,Data Link Layer
List the applications of FTP,2,Easy,CN,FTP
Explain challenges in FTP,10,Hard,CN,FTP
Name the advantages of Firewalls,2,Easy,CN,Firewalls
Explain Firewalls in detail,10,Hard,CN,Firewalls
Define Application Layer,2,Easy,CN,Application Layer
Describe the working of Application Layer,10,Hard,CN,Application Layer
List the applications of DNS,2,Easy,CN,DNS
Discuss advantages and limitations of DNS,10,Hard,CN,DNS
Define Data Link Layer,2,Easy,CN,Data Link Layer
Explain challenges in Data Link Layer,10,Hard,CN,Data Link Layer
What is FTP,2,Easy,CN,FTP
Evaluate the performance of FTP,10,Hard,CN,FTP
What is Switching,2,Easy,CN,Switching
Analyze real-world applications of Switching,10,Hard,CN,Switching
What is HTTP,2,Easy,CN,HTTP
Explain challenges in HTTP,10,Hard,CN,HTTP
State the features of FTP,2,Easy,CN,FTP
Compare different approaches in FTP,10,Hard,CN,FTP
Name the advantages of Firewalls,2,Easy,CN,Firewalls
Justify the need for Firewalls,10,Hard,CN,Firewalls
Name the advantages of Network Security,2,Easy,CN,Network Security
Evaluate the performance of Network Security,10,Hard,CN,Network Security
Define HTTP,2,Easy,CN,HTTP
Analyze real-world applications of HTTP,10,Hard,CN,HTTP
State the features of Data Link Layer,2,Easy,CN,Data Link Layer
Analyze real-world applications of Data Link Layer,10,Hard,CN,Data Link Layer
What is Firewalls,2,Easy,CN,Firewalls
Explain challenges in Firewalls,10,Hard,CN,Firewalls
What is TCP/IP,2,Easy,CN,TCP/IP
Explain challenges in TCP/IP,10,Hard,CN,TCP/IP
List the applications of Subnetting,2,Easy,CN,Subnetting
Evaluate the performance of Subnetting,10,Hard,CN,Subnetting
What is Firewalls,2,Easy,CN,Firewalls
Compare different approaches in Firewalls,10,Hard,CN,Firewalls
What is Firewalls,2,Easy,CN,Firewalls
Discuss advantages and limitations of Firewalls,10,Hard,CN,Firewalls
Name the advantages of Wireless Networks,2,Easy,CN,Wireless Networks
Evaluate the performance of Wireless Networks,10,Hard,CN,Wireless Networks
Define Routing,2,Easy,CN,Routing
Explain Routing in detail,10,Hard,CN,Routing
Define TCP/IP,2,Easy,CN,TCP/IP
Justify the need for TCP/IP,10,Hard,CN,TCP/IP
What is Congestion Control,2,Easy,CN,Congestion Control
Explain Congestion Control in detail,10,Hard,CN,Congestion Control
What is FTP,2,Easy,CN,FTP
Explain challenges in FTP,10,Hard,CN,FTP
Define Application Layer,2,Easy,CN,Application Layer
Describe the working of Application Layer,10,Hard,CN,Application Layer
What is IP Addressing,2,Easy,CN,IP Addressing
Explain challenges in IP Addressing,10,Hard,CN,IP Addressing
What is Wireless Networks,2,Easy,CN,Wireless Networks
Explain challenges in Wireless Networks,10,Hard,CN,Wireless Networks
Define Transport Layer,2,Easy,CN,Transport Layer
Explain challenges in Transport Layer,10,Hard,CN,Transport Layer
List the applications of HTTP,2,Easy,CN,HTTP
Compare different approaches in HTTP,10,Hard,CN,HTTP
List the applications of FTP,2,Easy,CN,FTP
Evaluate the performance of FTP,10,Hard,CN,FTP
Name the advantages of Routing,2,Easy,CN,Routing
Discuss the architecture of Routing,10,Hard,CN,Routing
State the features of Firewalls,2,Easy,CN,Firewalls
Discuss advantages and limitations of Firewalls,10,Hard,CN,Firewalls
List the applications of HTTP,2,Easy,CN,HTTP
Discuss advantages and limitations of HTTP,10,Hard,CN,HTTP
Define OSI Model,2,Easy,CN,OSI Model
Discuss the architecture of OSI Model,10,Hard,CN,OSI Model
List the applications of Transport Layer,2,Easy,CN,Transport Layer
Explain challenges in Transport Layer,10,Hard,CN,Transport Layer
Define Network Layer,2,Easy,CN,Network Layer
Analyze the importance of Network Layer,10,Hard,CN,Network Layer
Define Firewalls,2,Easy,CN,Firewalls
Explain Firewalls in detail,10,Hard,CN,Firewalls
What is Wireless Networks,2,Easy,CN,Wireless Networks
Discuss advantages and limitations of Wireless Networks,10,Hard,CN,Wireless Networks
List the applications of IP Addressing,2,Easy,CN,IP Addressing
Describe the working of IP Addressing,10,Hard,CN,IP Addressing
Name the advantages of IP Addressing,2,Easy,CN,IP Addressing
Compare different approaches in IP Addressing,10,Hard,CN,IP Addressing
Name the advantages of OSI Model,2,Easy,CN,OSI Model
Discuss advantages and limitations of OSI Model,10,Hard,CN,OSI Model
List the applications of Subnetting,2,Easy,CN,Subnetting
Justify the need for Subnetting,10,Hard,CN,Subnetting
Name the advantages of Firewalls,2,Easy,CN,Firewalls
Analyze real-world applications of Firewalls,10,Hard,CN,Firewalls
What is Network Security,2,Easy,CN,Network Security
Evaluate the performance of Network Security,10,Hard,CN,Network Security
List the applications of Subnetting,2,Easy,CN,Subnetting
Compare different approaches in Subnetting,10,Hard,CN,Subnetting
State the features of Network Security,2,Easy,CN,Network Security
Analyze the importance of Network Security,10,Hard,CN,Network Security
Name the advantages of Cryptography,2,Easy,CN,Cryptography
Justify the need for Cryptography,10,Hard,CN,Cryptography
State the features of TCP/IP,2,Easy,CN,TCP/IP
Explain challenges in TCP/IP,10,Hard,CN,TCP/IP
What is Routing,2,Easy,CN,Routing
Discuss the architecture of Routing,10,Hard,CN,Routing
List the applications of Wireless Networks,2,Easy,CN,Wireless Networks
Analyze real-world applications of Wireless Networks,10,Hard,CN,Wireless Networks
State the features of Congestion Control,2,Easy,CN,Congestion Control
Analyze real-world applications of Congestion Control,10,Hard,CN,Congestion Control
List the applications of OSI Model,2,Easy,CN,OSI Model
Discuss advantages and limitations of OSI Model,10,Hard,CN,OSI Model
Name the advantages of Error Detection,2,Easy,CN,Error Detection
Discuss the architecture of Error Detection,10,Hard,CN,Error Detection
List the applications of Cryptography,2,Easy,CN,Cryptography
Compare different approaches in Cryptography,10,Hard,CN,Cryptography
What is Congestion Control,2,Easy,CN,Congestion Control
Analyze the importance of Congestion Control,10,Hard,CN,Congestion Control
State the features of OSI Model,2,Easy,CN,OSI Model
Describe the working of OSI Model,10,Hard,CN,OSI Model
Name the advantages of Wireless Networks,2,Easy,CN,Wireless Networks
Discuss the architecture of Wireless Networks,10,Hard,CN,Wireless Networks
State the features of Switching,2,Easy,CN,Switching
Discuss advantages and limitations of Switching,10,Hard,CN,Switching
Name the advantages of Network Security,2,Easy,CN,Network Security
Discuss advantages and limitations of Network Security,10,Hard,CN,Network Security
What is Wireless Networks,2,Easy,CN,Wireless Networks
Discuss the architecture of Wireless Networks,10,Hard,CN,Wireless Networks
Define SMTP,2,Easy,CN,SMTP
Explain SMTP in detail,10,Hard,CN,SMTP
What is Firewalls,2,Easy,CN,Firewalls
Analyze real-world applications of Firewalls,10,Hard,CN,Firewalls
Define Cryptography,2,Easy,CN,Cryptography
Compare different approaches in Cryptography,10,Hard,CN,Cryptography
What is Data Link Layer,2,Easy,CN,Data Link Layer
Compare different approaches in Data Link Layer,10,Hard,CN,Data Link Layer
Name the advantages of Application Layer,2,Easy,CN,Application Layer
Explain challenges in Application Layer,10,Hard,CN,Application Layer
Define Transport Layer,2,Easy,CN,Transport Layer
Discuss advantages and limitations of Transport Layer,10,Hard,CN,Transport Layer
Define Switching,2,Easy,CN,Switching
Evaluate the performance of Switching,10,Hard,CN,Switching
What is Error Detection,2,Easy,CN,Error Detection
Analyze real-world applications of Error Detection,10,Hard,CN,Error Detection
Define Transport Layer,2,Easy,CN,Transport Layer
Describe the working of Transport Layer,10,Hard,CN,Transport Layer
Define Switching,2,Easy,CN,Switching
Explain Switching in detail,10,Hard,CN,Switching
List the applications of Subnetting,2,Easy,CN,Subnetting
Discuss the architecture of Subnetting,10,Hard,CN,Subnetting
List the applications of Data Link Layer,2,Easy,CN,Data Link Layer
Justify the need for Data Link Layer,10,Hard,CN,Data Link Layer
Define Data Link Layer,2,Easy,CN,Data Link Layer
Discuss advantages and limitations of Data Link Layer,10,Hard,CN,Data Link Layer
Name the advantages of Wireless Networks,2,Easy,CN,Wireless Networks
Describe the working of Wireless Networks,10,Hard,CN,Wireless Networks
List the applications of FTP,2,Easy,CN,FTP
Discuss the architecture of FTP,10,Hard,CN,FTP
Define OSI Model,2,Easy,CN,OSI Model
Analyze real-world applications of OSI Model,10,Hard,CN,OSI Model
What is OSI Model,2,Easy,CN,OSI Model
Explain OSI Model in detail,10,Hard,CN,OSI Model
Name the advantages of Subnetting,2,Easy,CN,Subnetting
Describe the working of Subnetting,10,Hard,CN,Subnetting
What is DNS,2,Easy,CN,DNS
Describe the working of DNS,10,Hard,CN,DNS
What is SMTP,2,Easy,CN,SMTP
Compare different approaches in SMTP,10,Hard,CN,SMTP
Define Network Security,2,Easy,CN,Network Security
Discuss advantages and limitations of Network Security,10,Hard,CN,Network Security
Name the advantages of TCP/IP,2,Easy,CN,TCP/IP
Discuss advantages and limitations of TCP/IP,10,Hard,CN,TCP/IP
What is Network Security,2,Easy,CN,Network Security
Explain challenges in Network Security,10,Hard,CN,Network Security
State the features of SMTP,2,Easy,CN,SMTP
Evaluate the performance of SMTP,10,Hard,CN,SMTP
State the features of Transport Layer,2,Easy,CN,Transport Layer
Explain challenges in Transport Layer,10,Hard,CN,Transport Layer
State the features of TCP/IP,2,Easy,CN,TCP/IP
Explain TCP/IP in detail,10,Hard,CN,TCP/IP
What is Transport Layer,2,Easy,CN,Transport Layer
Explain challenges in Transport Layer,10,Hard,CN,Transport Layer
Define Wireless Networks,2,Easy,CN,Wireless Networks
Compare different approaches in Wireless Networks,10,Hard,CN,Wireless Networks
State the features of Network Layer,2,Easy,CN,Network Layer
Evaluate the performance of Network Layer,10,Hard,CN,Network Layer
State the features of DNS,2,Easy,CN,DNS
Discuss advantages and limitations of DNS,10,Hard,CN,DNS
Define Network Security,2,Easy,CN,Network Security
Describe the working of Network Security,10,Hard,CN,Network Security
State the features of IP Addressing,2,Easy,CN,IP Addressing
Compare different approaches in IP Addressing,10,Hard,CN,IP Addressing
List the applications of Transport Layer,2,Easy,CN,Transport Layer
Analyze the importance of Transport Layer,10,Hard,CN,Transport Layer
Name the advantages of Congestion Control,2,Easy,CN,Congestion Control
Evaluate the performance of Congestion Control,10,Hard,CN,Congestion Control
What is Transport Layer,2,Easy,CN,Transport Layer
Justify the need for Transport Layer,10,Hard,CN,Transport Layer
Name the advantages of Application Layer,2,Easy,CN,Application Layer
Justify the need for Application Layer,10,Hard,CN,Application Layer
Name the advantages of Network Layer,2,Easy,CN,Network Layer
Explain challenges in Network Layer,10,Hard,CN,Network Layer
What is Transport Layer,2,Easy,CN,Transport Layer
Discuss the architecture of Transport Layer,10,Hard,CN,Transport Layer
Name the advantages of Congestion Control,2,Easy,CN,Congestion Control
Compare different approaches in Congestion Control,10,Hard,CN,Congestion Control
List the applications of IP Addressing,2,Easy,CN,IP Addressing
Explain challenges in IP Addressing,10,Hard,CN,IP Addressing
What is Cryptography,2,Easy,CN,Cryptography
Compare different approaches in Cryptography,10,Hard,CN,Cryptography
Define Application Layer,2,Easy,CN,Application Layer
Describe the working of Application Layer,10,Hard,CN,Application Layer
What is Firewalls,2,Easy,CN,Firewalls
Justify the need for Firewalls,10,Hard,CN,Firewalls
What is Transport Layer,2,Easy,CN,Transport Layer
Discuss the architecture of Transport Layer,10,Hard,CN,Transport Layer
Name the advantages of IP Addressing,2,Easy,CN,IP Addressing
Explain IP Addressing in detail,10,Hard,CN,IP Addressing
State the features of Switching,2,Easy,CN,Switching
Justify the need for Switching,10,Hard,CN,Switching
Define Transport Layer,2,Easy,CN,Transport Layer
Evaluate the performance of Transport Layer,10,Hard,CN,Transport Layer
List the applications of Application Layer,2,Easy,CN,Application Layer
Explain Application Layer in detail,10,Hard,CN,Application Layer
Define Error Detection,2,Easy,CN,Error Detection
Discuss the architecture of Error Detection,10,Hard,CN,Error Detection
Name the advantages of FTP,2,Easy,CN,FTP
Analyze the importance of FTP,10,Hard,CN,FTP
Name the advantages of Network Security,2,Easy,CN,Network Security
Discuss the architecture of Network Security,10,Hard,CN,Network Security
State the features of Network Security,2,Easy,CN,Network Security
Compare different approaches in Network Security,10,Hard,CN,Network Security
List the applications of Congestion Control,2,Easy,CN,Congestion Control
Discuss advantages and limitations of Congestion Control,10,Hard,CN,Congestion Control
Name the advantages of DNS,2,Easy,CN,DNS
Compare different approaches in DNS,10,Hard,CN,DNS
List the applications of Error Detection,2,Easy,CN,Error Detection
Evaluate the performance of Error Detection,10,Hard,CN,Error Detection
State the features of IP Addressing,2,Easy,CN,IP Addressing
Compare different approaches in IP Addressing,10,Hard,CN,IP Addressing
What is SMTP,2,Easy,CN,SMTP
Explain challenges in SMTP,10,Hard,CN,SMTP
What is Congestion Control,2,Easy,CN,Congestion Control
Analyze the importance of Congestion Control,10,Hard,CN,Congestion Control
Define Data Link Layer,2,Easy,CN,Data Link Layer
Explain challenges in Data Link Layer,10,Hard,CN,Data Link Layer
State the features of Cryptography,2,Easy,CN,Cryptography
Evaluate the performance of Cryptography,10,Hard,CN,Cryptography
State the features of TCP/IP,2,Easy,CN,TCP/IP
Explain TCP/IP in detail,10,Hard,CN,TCP/IP
What is Error Detection,2,Easy,CN,Error Detection
Discuss advantages and limitations of Error Detection,10,Hard,CN,Error Detection
Name the advantages of Cryptography,2,Easy,CN,Cryptography
Describe the working of Cryptography,10,Hard,CN,Cryptography
State the features of IP Addressing,2,Easy,CN,IP Addressing
Evaluate the performance of IP Addressing,10,Hard,CN,IP Addressing
State the features of Application Layer,2,Easy,CN,Application Layer
Evaluate the performance of Application Layer,10,Hard,CN,Application Layer
Name the advantages of Network Layer,2,Easy,CN,Network Layer
Analyze real-world applications of Network Layer,10,Hard,CN,Network Layer
What is Routing,2,Easy,CN,Routing
Justify the need for Routing,10,Hard,CN,Routing
List the applications of Wireless Networks,2,Easy,CN,Wireless Networks
Describe the working of Wireless Networks,10,Hard,CN,Wireless Networks
Define Network Security,2,Easy,CN,Network Security
Analyze real-world applications of Network Security,10,Hard,CN,Network Security
What is OSI Model,2,Easy,CN,OSI Model
Describe the working of OSI Model,10,Hard,CN,OSI Model
Name the advantages of Wireless Networks,2,Easy,CN,Wireless Networks
Explain challenges in Wireless Networks,10,Hard,CN,Wireless Networks
List the applications of Application Layer,2,Easy,CN,Application Layer
Discuss advantages and limitations of Application Layer,10,Hard,CN,Application Layer
What is DNS,2,Easy,CN,DNS
Analyze the importance of DNS,10,Hard,CN,DNS
What is OSI Model,2,Easy,CN,OSI Model
Justify the need for OSI Model,10,Hard,CN,OSI Model
List the applications of Wireless Networks,2,Easy,CN,Wireless Networks
Compare different approaches in Wireless Networks,10,Hard,CN,Wireless Networks
Define Network Security,2,Easy,CN,Network Security
Analyze real-world applications of Network Security,10,Hard,CN,Network Security
State the features of Data Link Layer,2,Easy,CN,Data Link Layer
Evaluate the performance of Data Link Layer,10,Hard,CN,Data Link Layer
Name the advantages of SMTP,2,Easy,CN,SMTP
Analyze real-world applications of SMTP,10,Hard,CN,SMTP
List the applications of FTP,2,Easy,CN,FTP
Analyze real-world applications of FTP,10,Hard,CN,FTP
Define SMTP,2,Easy,CN,SMTP
Compare different approaches in SMTP,10,Hard,CN,SMTP
What is HTTP,2,Easy,CN,HTTP
Explain challenges in HTTP,10,Hard,CN,HTTP
Define HTTP,2,Easy,CN,HTTP
Analyze the importance of HTTP,10,Hard,CN,HTTP
State the features of OSI Model,2,Easy,CN,OSI Model
Explain challenges in OSI Model,10,Hard,CN,OSI Model
Define Network Layer,2,Easy,CN,Network Layer
Compare different approaches in Network Layer,10,Hard,CN,Network Layer
Define Network Security,2,Easy,CN,Network Security
Explain challenges in Network Security,10,Hard,CN,Network Security
Define Routing,2,Easy,CN,Routing
Discuss the architecture of Routing,10,Hard,CN,Routing
State the features of HTTP,2,Easy,CN,HTTP
Analyze real-world applications of HTTP,10,Hard,CN,HTTP
List the applications of HTTP,2,Easy,CN,HTTP
Explain challenges in HTTP,10,Hard,CN,HTTP
State the features of Routing,2,Easy,CN,Routing
Explain Routing in detail,10,Hard,CN,Routing
List the applications of OSI Model,2,Easy,CN,OSI Model
Explain OSI Model in detail,10,Hard,CN,OSI Model
Define Wireless Networks,2,Easy,CN,Wireless Networks
Discuss advantages and limitations of Wireless Networks,10,Hard,CN,Wireless Networks
Define Network Layer,2,Easy,CN,Network Layer
Analyze the importance of Network Layer,10,Hard,CN,Network Layer
State the features of IP Addressing,2,Easy,CN,IP Addressing
Analyze real-world applications of IP Addressing,10,Hard,CN,IP Addressing
What is Network Layer,2,Easy,CN,Network Layer
Analyze the importance of Network Layer,10,Hard,CN,Network Layer
List the applications of Wireless Networks,2,Easy,CN,Wireless Networks
Discuss advantages and limitations of Wireless Networks,10,Hard,CN,Wireless Networks
Name the advantages of Application Layer,2,Easy,CN,Application Layer
Explain Application Layer in detail,10,Hard,CN,Application Layer
What is Error Detection,2,Easy,CN,Error Detection
Justify the need for Error Detection,10,Hard,CN,Error Detection
List the applications of HTTP,2,Easy,CN,HTTP
Describe the working of HTTP,10,Hard,CN,HTTP
List the applications of Transport Layer,2,Easy,CN,Transport Layer
Explain Transport Layer in detail,10,Hard,CN,Transport Layer
What is FTP,2,Easy,CN,FTP
Justify the need for FTP,10,Hard,CN,FTP
Define DNS,2,Easy,CN,DNS
Discuss the architecture of DNS,10,Hard,CN,DNS
Name the advantages of Switching,2,Easy,CN,Switching
Analyze the importance of Switching,10,Hard,CN,Switching
Name the advantages of Switching,2,Easy,CN,Switching
